,word,allMoviesCount,%used,actionCount,scifiCount,horrorCount,comedyCount,dramaCount,fantasyCount,thrillerCount,actionRelativeUsage,scifiRelativeUsage,horrorRelativeUsage,comedyRelativeUsage,dramaRelativeUsage,fantasyRelativeUsage,thrillerRelativeUsage
538,sheriff,120,0.05537609598523304,39.0,17.0,34.0,27.0,28.0,12.0,49.0,1.0621077844311377,0.7326239897668468,2.619186046511628,0.6860111731843574,0.7154157303370787,0.5598386373823397,1.4194394904458598
539,automobile,120,0.05537609598523304,60.0,23.0,11.0,39.0,32.0,15.0,55.0,1.5593142857142859,0.8836616213974705,0.6506696428571428,0.9049591836734693,0.7169261083743842,0.6170948616600791,1.3896666666666666
540,california,120,0.05537609598523304,47.0,22.0,10.0,44.0,45.0,8.0,50.0,1.194167597765363,0.8783882783882784,0.6134259259259259,1.0995164835164835,1.1307182320441989,0.3321366839516022,1.2920454545454547
541,parking garage,120,0.05537609598523304,69.0,18.0,14.0,24.0,34.0,4.0,87.0,1.733767955801105,0.6319439181508147,0.7860169491525424,0.48297345132743363,0.7158888888888889,0.14716625427123836,2.4274601226993866
542,rainstorm,120,0.05537609598523304,45.0,22.0,16.0,22.0,46.0,27.0,40.0,1.1830057803468208,0.9142408611796367,1.0495049504950495,0.5104897959183673,1.2163255813953489,1.279421807420897,1.0220224719101123
543,undercover,120,0.05537609598523304,94.0,22.0,1.0,38.0,18.0,3.0,76.0,2.705772151898734,0.7790922121356904,0.05278884462151394,0.8075887850467289,0.34984615384615386,0.10904487515278505,1.963909090909091
544,hit in the crotch,119,0.05491462851868943,57.0,21.0,11.0,66.0,17.0,15.0,39.0,1.5339408284023668,0.8343714821763603,0.677906976744186,1.87605,0.369933014354067,0.6434164434370493,0.9485133689839572
545,castle,119,0.05491462851868943,49.0,14.0,10.0,34.0,25.0,77.0,16.0,1.2662045454545454,0.5404301859278163,0.6162790697674418,0.8095916230366492,0.5685,4.708822953388171,0.34817224880382774
546,hope,119,0.05491462851868943,76.0,53.0,8.0,13.0,53.0,37.0,43.0,1.6697971014492752,1.8769039655996178,0.38545454545454544,0.21897777777777774,1.0480173913043478,1.3612878520089546,0.81485
547,attack,119,0.05491462851868943,74.0,45.0,17.0,16.0,30.0,43.0,35.0,1.8094193548387096,1.7047789419882442,0.9269547325102881,0.2982295081967213,0.5932173913043478,1.7934615641488012,0.7074666666666667
548,fbi agent,119,0.05491462851868943,64.0,14.0,9.0,21.0,40.0,9.0,79.0,1.692279069767442,0.5136521136521137,0.5253303964757708,0.44422325581395344,0.9281632653061225,0.35883930281555254,2.288484076433121
549,wristwatch,119,0.05491462851868943,70.0,38.0,14.0,27.0,36.0,15.0,61.0,1.666806282722513,1.3879465825654167,0.7510121457489878,0.5247692307692308,0.72768,0.5518734535171439,1.3871399999999998
550,captain,119,0.05491462851868943,82.0,58.0,8.0,16.0,32.0,28.0,38.0,2.0718666666666667,2.3157509157509155,0.41732283464566927,0.2958048780487805,0.6327652173913043,1.0829926916883437,0.7715357142857142
551,police shootout,118,0.05445316105214582,90.0,22.0,6.0,29.0,25.0,4.0,80.0,2.4657831325301203,0.7657743965436273,0.318,0.5810220264317181,0.4922077922077922,0.14366229583620888,2.0672727272727274
552,pursuit,118,0.05445316105214582,52.0,33.0,9.0,26.0,49.0,15.0,53.0,1.2783567567567566,1.3175824175824176,0.5230263157894737,0.5604170616113744,1.1853829787234043,0.6115354484919703,1.3100217391304347
553,latex gloves,118,0.05445316105214582,43.0,30.0,20.0,35.0,36.0,5.0,54.0,1.0864666666666667,1.266070716847919,1.3054187192118225,0.8467021276595745,0.8755508021390375,0.20758542746975137,1.4532071005917158
554,gunshot,118,0.05445316105214582,44.0,18.0,19.0,28.0,52.0,14.0,59.0,1.053221052631579,0.6787545787545788,1.1709302325581394,0.6181747572815535,1.2994285714285714,0.5759552042160737,1.5333257142857142
555,pig,118,0.05445316105214582,44.0,20.0,14.0,42.0,35.0,30.0,35.0,1.137,0.8145054945054946,0.9004854368932038,1.073123595505618,0.8604324324324325,1.429061784897025,0.8604324324324325
556,epic,118,0.05445316105214582,63.0,41.0,2.0,8.0,66.0,32.0,15.0,1.7470975609756099,1.7954153373508213,0.11777777777777776,0.16613698630136986,1.8643975155279504,1.4852471200297286,0.3217924528301887
557,racism,117,0.05399169358560221,25.0,12.0,10.0,29.0,63.0,10.0,31.0,0.7335483870967742,0.581789638932496,0.7794117647058824,0.8734569536423841,2.4489230769230774,0.5323955669224212,0.9462281879194631
558,media coverage,117,0.05399169358560221,77.0,46.0,13.0,17.0,27.0,7.0,65.0,2.0011200000000002,1.8187986770511044,0.7207112970711297,0.329004255319149,0.5457599999999999,0.258592132505176,1.5808556149732622
559,obsession,117,0.05399169358560221,22.0,15.0,19.0,27.0,56.0,21.0,49.0,0.5350588235294118,0.629772289566104,1.325,0.6747032967032967,1.6646274509803922,1.0109851988899168,1.392825
560,title appears in writing,117,0.05399169358560221,55.0,32.0,14.0,28.0,48.0,13.0,48.0,1.3668852459016394,1.2652512536007683,0.828125,0.6064,1.1489684210526316,0.5229307568438003,1.1489684210526316
561,trap,117,0.05399169358560221,66.0,30.0,30.0,21.0,22.0,33.0,43.0,1.6769162011173182,1.1365192946588296,1.8488372093023255,0.426375,0.44868161434977577,1.4088392124692368,0.9681386138613862
562,based on book,116,0.0535302261190586,26.0,9.0,7.0,33.0,71.0,29.0,38.0,0.6323422459893048,0.3593406593406593,0.4502427184466019,0.8337999999999999,2.274,1.426472904851922,0.9875657142857143
563,eavesdropping,116,0.0535302261190586,58.0,29.0,11.0,36.0,27.0,20.0,45.0,1.5701428571428573,1.199018240642606,0.677906976744186,0.8617263157894738,0.6170653266331658,0.8787111298719572,1.1307182320441989
564,assassination,116,0.0535302261190586,81.0,21.0,2.0,12.0,39.0,8.0,75.0,2.346420382165605,0.7882311237149947,0.11228813559322035,0.24148672566371682,0.8913165829145728,0.31480781348456205,2.092638036809816
565,key,116,0.0535302261190586,32.0,21.0,22.0,20.0,39.0,31.0,51.0,0.7909565217391304,0.8771597633136096,1.5025773195876289,0.46408163265306124,1.0021016949152541,1.5166079122600862,1.4057454545454546
566,interracial friendship,116,0.0535302261190586,67.0,36.0,16.0,36.0,33.0,12.0,44.0,1.7215593220338983,1.4097210481825866,0.9298245614035088,0.7871538461538462,0.7112985781990521,0.4681409295352324,1.00056
567,coffin,116,0.0535302261190586,34.0,17.0,23.0,28.0,45.0,26.0,37.0,0.8785909090909092,0.7174400728804874,1.6296791443850267,0.6996923076923077,1.2403636363636363,1.2789067422810334,0.9726936416184971
568,explosive,116,0.0535302261190586,88.0,40.0,7.0,20.0,20.0,24.0,62.0,2.313433526011561,1.474218089602705,0.36515748031496065,0.37742738589211616,0.37742738589211616,0.9165290772335352,1.416964824120603
569,umbrella,115,0.053068758652515,43.0,24.0,16.0,33.0,41.0,26.0,47.0,1.0457967914438504,0.9489384402005762,0.9906542056074765,0.7618477157360406,0.9866031746031747,1.1535237283319124,1.1680655737704917
570,jail,115,0.053068758652515,26.0,11.0,8.0,37.0,55.0,15.0,39.0,0.7166545454545454,0.4977533577533578,0.5792349726775956,1.0927012987012987,1.8392647058823528,0.7713685770750989,1.1669210526315787
571,dysfunctional family,115,0.053068758652515,21.0,13.0,13.0,54.0,47.0,23.0,30.0,0.5306,0.5632218844984802,0.9162234042553191,1.6706938775510205,1.388025974025974,1.1694756554307115,0.7978947368421053
572,knife throwing,115,0.053068758652515,91.0,27.0,18.0,25.0,15.0,31.0,49.0,2.508290909090909,0.9603339891549498,1.0021008403361344,0.4922077922077922,0.2830705394190871,1.246988727858293,1.0765797101449275
573,thrown through a window,115,0.053068758652515,73.0,35.0,21.0,30.0,14.0,17.0,53.0,1.952964705882353,1.370562130177515,1.2533783783783783,0.6405633802816901,0.27804366812227077,0.6808067205335386,1.2686526315789475
574,death of brother,114,0.05260729118597139,53.0,22.0,19.0,10.0,48.0,19.0,48.0,1.4520722891566265,0.9096000446254254,1.2587499999999998,0.21760765550239236,1.2766315789473686,0.8598188405797103,1.2766315789473686
575,professor,114,0.05260729118597139,47.0,49.0,11.0,27.0,38.0,21.0,42.0,1.137,2.1457402812241524,0.6506696428571428,0.5903653846153846,0.8772791878172589,0.8881552214546933,0.989720207253886
576,extramarital affair,114,0.05260729118597139,9.0,6.0,12.0,39.0,67.0,10.0,49.0,0.22367213114754098,0.26274370790499824,0.8833333333333333,1.1592941176470588,2.437728,0.4972925625099538,1.5584055944055943
577,pilot,114,0.05260729118597139,70.0,54.0,9.0,23.0,30.0,16.0,45.0,1.7986440677966102,2.278927290326254,0.5010504201680672,0.46698214285714285,0.6287557603686635,0.6268900181943661,1.0131683168316832
578,village,114,0.05260729118597139,68.0,22.0,9.0,24.0,39.0,48.0,25.0,1.8518802395209581,0.8412732807099005,0.5276548672566371,0.517308056872038,0.9049591836734693,2.3231806556614742,0.5414285714285714
579,voyeurism,114,0.05260729118597139,16.0,7.0,23.0,62.0,36.0,2.0,34.0,0.4437073170731707,0.32956869719875503,1.9410828025477707,2.389627118644068,1.137,0.10169353525484448,1.059123287671233
580,drowning,114,0.05260729118597139,53.0,37.0,33.0,10.0,39.0,21.0,58.0,1.2173939393939395,1.4082571633973504,2.0057339449541285,0.18871369294605808,0.8366603773584905,0.8263705103969755,1.3667564766839377
581,no title at beginning,114,0.05260729118597139,61.0,41.0,13.0,27.0,39.0,27.0,43.0,1.4601473684210526,1.590225013082156,0.7237394957983193,0.5481964285714285,0.8366603773584905,1.090935559006211,0.9402115384615385
582,laser,113,0.05214582371942778,96.0,87.0,11.0,26.0,12.0,26.0,35.0,2.2162842639593907,3.4399018457270882,0.5168439716312057,0.44287640449438204,0.19422064056939503,0.8813439722086522,0.6169767441860465
583,masked man,113,0.05214582371942778,76.0,33.0,19.0,20.0,26.0,11.0,57.0,2.0822168674698793,1.2860613071139388,1.1289237668161434,0.40972972972972976,0.5474444444444444,0.4309868875086267,1.4012756756756757
584,missile,113,0.05214582371942778,93.0,63.0,4.0,22.0,15.0,13.0,55.0,2.459093023255814,2.5402894135567404,0.20306513409961685,0.41175308641975306,0.27288,0.4669024614676789,1.191142857142857
585,tent,113,0.05214582371942778,53.0,24.0,14.0,27.0,45.0,33.0,32.0,1.3773942857142858,0.9582417582417582,0.866822429906542,0.6109253731343284,1.1183606557377048,1.5316610925306575,0.7425306122448979
586,swimming,113,0.05214582371942778,32.0,21.0,10.0,30.0,56.0,26.0,37.0,0.8085333333333333,0.8955296012887637,0.655940594059406,0.7496703296703296,1.6326153846153848,1.265155056880162,0.9615771428571429
587,interracial relationship,113,0.05214582371942778,47.0,19.0,10.0,38.0,49.0,9.0,47.0,1.242767441860465,0.7737802197802197,0.6339712918660286,0.9548287292817679,1.3108941176470588,0.387888198757764,1.242767441860465
588,stabbed in the throat,113,0.05214582371942778,67.0,24.0,35.0,11.0,26.0,17.0,53.0,1.8356385542168674,0.9353173142646827,2.342171717171717,0.22535135135135134,0.5712463768115942,0.712325550187869,1.3391333333333333
589,search,113,0.05214582371942778,30.0,27.0,15.0,23.0,54.0,18.0,46.0,0.7455737704918033,1.182346685572492,1.0037878787878787,0.5505473684210527,1.5446037735849056,0.8354515050167224,1.2527425149700597
590,night,113,0.05214582371942778,42.0,21.0,33.0,33.0,28.0,17.0,46.0,1.073123595505618,0.8595284112872054,2.3382352941176467,0.8025882352941176,0.66325,0.7579424573427572,1.202344827586207
591,what happened to epilogue,112,0.05168435625288417,26.0,8.0,6.0,24.0,75.0,7.0,37.0,0.753171974522293,0.3723453689167975,0.4491525423728813,0.6864905660377358,3.158333333333333,0.3599720026350461,1.1525753424657534
592,snake,112,0.05168435625288417,51.0,8.0,14.0,31.0,30.0,47.0,27.0,1.477375796178344,0.32580219780219777,0.9561855670103092,0.7965423728813559,0.7665168539325843,2.642137006031146,0.6784309392265193
593,masturbation,112,0.05168435625288417,7.0,10.0,7.0,77.0,38.0,7.0,20.0,0.20022641509433964,0.5221189067342914,0.5833333333333334,3.9347865168539324,1.3501875,0.39845957524382464,0.6230136986301371
594,shared universe,112,0.05168435625288417,74.0,65.0,13.0,28.0,8.0,45.0,31.0,1.7713263157894739,2.6604450825556354,0.6862549800796812,0.5395932203389832,0.142125,1.8597379392495532,0.6050987124463519
595,male protagonist,112,0.05168435625288417,52.0,38.0,5.0,24.0,33.0,41.0,27.0,1.4077142857142857,1.7006158676488345,0.3081395348837209,0.5568979591836735,0.8025882352941176,2.073071006396243,0.6362487046632124
596,poison,112,0.05168435625288417,49.0,18.0,15.0,25.0,32.0,27.0,47.0,1.3588536585365851,0.7518512256973795,1.0037878787878787,0.6047872340425532,0.8040662983425414,1.3138148667601681,1.2876867469879516
597,back from the dead,111,0.05122288878634056,64.0,51.0,32.0,13.0,13.0,52.0,35.0,1.4850612244897958,1.9875492928124507,1.8596491228070176,0.23936842105263156,0.23936842105263156,2.26268115942029,0.7074666666666667
598,wine,111,0.05122288878634056,19.0,9.0,9.0,40.0,62.0,16.0,51.0,0.462096256684492,0.3721091091649467,0.6053299492385786,1.0959036144578314,1.9581666666666668,0.7621662852784133,1.4964387096774194
599,spaceship,111,0.05122288878634056,76.0,106.0,15.0,19.0,9.0,27.0,31.0,1.6697971014492752,4.877829515117651,0.7416044776119403,0.32731818181818184,0.1493868613138686,0.9545686141304347,0.5594761904761905
600,self mutilation,111,0.05122288878634056,47.0,30.0,49.0,8.0,27.0,17.0,47.0,1.2008764044943818,1.2530853761622993,3.6889204545454546,0.16766820276497693,0.6201818181818182,0.7397226867335563,1.2008764044943818
601,gash in the face,111,0.05122288878634056,66.0,39.0,33.0,12.0,15.0,18.0,62.0,1.6769162011173182,1.5420249653259364,2.0625,0.23423175965665238,0.2966086956521739,0.7176786056311051,1.5408524590163934
602,electronic music score,111,0.05122288878634056,58.0,45.0,29.0,14.0,29.0,14.0,47.0,1.481932584269663,1.9189920027616363,1.856280193236715,0.28681081081081083,0.6371594202898551,0.5707664185925055,1.130984126984127
603,escape attempt,111,0.05122288878634056,61.0,39.0,22.0,20.0,28.0,22.0,50.0,1.5327513812154694,1.5648135116115411,1.325,0.40972972972972976,0.5950654205607476,0.905072463768116,1.184375
604,fired from the job,110,0.050761421319796954,14.0,11.0,6.0,58.0,60.0,16.0,21.0,0.37018604651162795,0.5119748822605965,0.44166666666666665,2.0608125,2.165714285714286,0.8518329070758738,0.5788363636363636
605,target practice,110,0.050761421319796954,74.0,28.0,9.0,19.0,30.0,21.0,58.0,2.0397090909090907,1.0808603718556327,0.5184782608695652,0.3927818181818182,0.6528229665071771,0.8718587953729559,1.4573701657458564
606,honor,110,0.050761421319796954,74.0,23.0,3.0,8.0,42.0,24.0,41.0,2.3868936170212764,0.9757097069597069,0.1875,0.17576811594202899,1.1041387283236994,1.137263828818575,1.0716551724137933
607,faked death,109,0.050299953853253344,68.0,25.0,6.0,24.0,22.0,14.0,64.0,1.995251612903226,1.0284160284160284,0.36635944700460826,0.5485025125628141,0.4977910447761194,0.6062686360169197,1.8306415094339623
608,megalomaniac,109,0.050299953853253344,88.0,65.0,9.0,21.0,8.0,38.0,31.0,2.3268837209302324,2.715018315018315,0.47509960159362546,0.3996150627615063,0.1443809523809524,1.549223136179658,0.6156681222707424
609,severed hand,109,0.050299953853253344,53.0,29.0,38.0,24.0,22.0,23.0,42.0,1.3541797752808988,1.1693395713197692,2.60880829015544,0.5273043478260869,0.4787368421052631,1.000801282051282,1.0106666666666668
610,basketball,109,0.050299953853253344,33.0,27.0,6.0,50.0,40.0,20.0,27.0,0.8828470588235293,1.2495254745254745,0.4035532994923858,1.4862745098039216,1.1160736196319019,0.9891502336263562,0.6977045454545454
611,birthday party,109,0.050299953853253344,28.0,15.0,7.0,45.0,50.0,19.0,32.0,0.758,0.6750045534575921,0.4907407407407407,1.355364238410596,1.5575342465753426,0.9715467125194465,0.8874146341463414
612,spacecraft,108,0.049838486386709735,70.0,104.0,11.0,16.0,16.0,21.0,25.0,1.6495336787564767,5.327583108715184,0.5783730158730158,0.2946072874493927,0.2946072874493927,0.7853934602946461,0.4777310924369748
613,bird,108,0.049838486386709735,27.0,22.0,13.0,46.0,36.0,39.0,23.0,0.6860111731843574,0.973865265169613,0.8924870466321243,1.30755,0.9631058823529413,2.1136422806560793,0.5716065573770491
614,writer,108,0.049838486386709735,10.0,9.0,13.0,49.0,70.0,14.0,24.0,0.2540782122905028,0.40725274725274724,0.9786931818181818,1.5917999999999999,2.6752941176470593,0.7240579710144927,0.6615272727272727
615,rape,108,0.049838486386709735,21.0,14.0,27.0,10.0,60.0,10.0,50.0,0.5585263157894738,0.6406222990492654,2.168181818181818,0.2498901098901099,2.0672727272727274,0.4972925625099538,1.6014084507042254
616,convertible,108,0.049838486386709735,37.0,14.0,10.0,52.0,29.0,8.0,32.0,1.1605241379310345,0.6787545787545788,0.7703488372093024,1.8192,0.8620392156862745,0.41612527069798433,0.9702399999999999
617,shot through a window,108,0.049838486386709735,84.0,18.0,10.0,17.0,22.0,7.0,74.0,2.581297297297297,0.6850980794906029,0.5968468468468467,0.3596093023255814,0.47645714285714286,0.28157809983896936,2.1300759493670887
618,slapstick comedy,107,0.049377018920166126,29.0,18.0,1.0,90.0,10.0,28.0,8.0,0.8509161290322581,0.8831987289818615,0.07240437158469945,4.354468085106383,0.26137931034482764,1.6244890375325156,0.20672727272727273
619,guitar,107,0.049377018920166126,19.0,9.0,10.0,68.0,43.0,21.0,15.0,0.5205542168674698,0.4165084915084915,0.7571428571428571,2.6432820512820516,1.3772112676056338,1.1589342523860022,0.40129411764705886
620,returning character killed off,107,0.049377018920166126,78.0,50.0,18.0,14.0,9.0,25.0,45.0,2.2033788819875775,2.154776440490726,1.079185520361991,0.28298666666666666,0.17796521739130436,1.0573276445889204,1.0549484536082474
621,greed,107,0.049377018920166126,33.0,24.0,8.0,28.0,40.0,29.0,39.0,0.8933571428571428,1.1044142298379587,0.5492227979274611,0.7360924855491331,1.1299378881987578,1.5259942703067073,1.094888888888889
622,teacher student relationship,107,0.049377018920166126,36.0,23.0,10.0,33.0,42.0,25.0,25.0,1.0362531645569621,1.0955337060600219,0.7201086956521738,0.9321987577639752,1.2566842105263158,1.3388645913729524,0.6727810650887573
623,moral dilemma,107,0.049377018920166126,62.0,48.0,15.0,6.0,44.0,17.0,63.0,1.4610155440414507,1.8887083930562192,0.828125,0.10959036144578313,0.9483981042654028,0.64648033126294,1.4923125
624,homosexual,106,0.04891555145362252,14.0,5.0,6.0,54.0,48.0,9.0,29.0,0.42166887417218546,0.2545329670329671,0.5,2.2125405405405405,1.865846153846154,0.5221571906354515,0.9697941176470588
625,disfigurement,106,0.04891555145362252,53.0,37.0,25.0,8.0,23.0,25.0,46.0,1.4697804878048781,1.6742612942612944,1.7252604166666665,0.17408612440191387,0.5391958762886597,1.178479770531401,1.223438596491228
626,singing in a car,106,0.04891555145362252,31.0,19.0,7.0,70.0,38.0,12.0,25.0,0.8244912280701755,0.8456614423827538,0.4756410256410256,2.411818181818182,1.0538048780487803,0.5716247139588101,0.6423728813559322
627,stabbed in the head,106,0.04891555145362252,70.0,31.0,38.0,11.0,19.0,22.0,52.0,1.8402312138728325,1.191022185361808,2.4560975609756097,0.21563793103448275,0.3857678571428571,0.9009771132533281,1.238198952879581
628,stabbed in the neck,106,0.04891555145362252,58.0,22.0,31.0,10.0,29.0,13.0,62.0,1.5795449101796408,0.8827153142424079,2.1172680412371134,0.21153488372093024,0.6729183673469388,0.5549972655181843,1.7299141104294478
629,farm,106,0.04891555145362252,36.0,32.0,18.0,23.0,42.0,19.0,36.0,0.9631058823529413,1.4979411393204496,1.2686170212765957,0.5716065573770491,1.164731707317073,0.9195923428660002,0.9631058823529413
630,jail cell,106,0.04891555145362252,61.0,28.0,8.0,20.0,32.0,22.0,48.0,1.755873417721519,1.1940394683850182,0.5023696682464455,0.4570854271356784,0.7782673796791444,1.01074082248216,1.2766315789473686
631,jungle,105,0.048454083987078914,67.0,30.0,5.0,19.0,30.0,28.0,36.0,2.058891891891892,1.3208197208197208,0.31547619047619047,0.44087755102040815,0.7375135135135136,1.3551887158025264,0.91468156424581
632,punched in the stomach,105,0.048454083987078914,61.0,24.0,10.0,21.0,21.0,6.0,56.0,2.0103478260869565,1.1170361067503924,0.701058201058201,0.536561797752809,0.536561797752809,0.2813696778553728,1.7810349650349653
633,psychiatrist,105,0.048454083987078914,18.0,22.0,25.0,28.0,39.0,19.0,48.0,0.45228729281767954,1.0123797106847954,1.9037356321839078,0.744701754385965,1.108575,0.9553542673107891,1.4457218543046357
634,dismemberment,105,0.048454083987078914,47.0,33.0,45.0,18.0,23.0,17.0,44.0,1.187533333333333,1.385499037045429,3.276098901098901,0.3916937799043062,0.5127647058823529,0.7326777087646653,1.0935081967213114
635,tragic hero,105,0.048454083987078914,74.0,31.0,10.0,10.0,44.0,23.0,36.0,2.1854025974025975,1.281709153790372,0.6077981651376146,0.20862385321100918,1.0875652173913044,1.0154471544715447,0.85275
636,urban setting,105,0.048454083987078914,56.0,33.0,8.0,26.0,35.0,12.0,54.0,1.516,1.4072608020252002,0.4907407407407407,0.5972121212121212,0.8422222222222223,0.5123051681706317,1.4446588235294118
637,rat,105,0.048454083987078914,40.0,31.0,20.0,33.0,31.0,31.0,38.0,0.9886956521739131,1.3082730740761828,1.2990196078431373,0.7857801047120418,0.7305077720207254,1.453743335586093,0.9291612903225807
638,famous score,105,0.048454083987078914,38.0,32.0,7.0,16.0,39.0,22.0,25.0,1.2257021276595745,1.7730731853180832,0.5392441860465116,0.4464294478527607,1.2669428571428571,1.2682544078279332,0.7383116883116883
639,island,105,0.048454083987078914,63.0,26.0,11.0,28.0,26.0,33.0,36.0,1.7907750000000002,1.0749818709209573,0.6875,0.6530461538461538,0.600243654822335,1.5719679633867274,0.8755508021390375
640,duel,105,0.048454083987078914,74.0,27.0,3.0,23.0,17.0,35.0,36.0,2.3868936170212764,1.1697685293429974,0.1875,0.5448124999999999,0.3904848484848485,1.7598631239935587,0.91468156424581
641,religion,105,0.048454083987078914,27.0,23.0,23.0,17.0,52.0,21.0,36.0,0.7139302325581395,1.0644105894105895,1.7315340909090908,0.42481318681318686,1.6088163265306124,1.0677821201758673,1.0044662576687116
642,execution,105,0.048454083987078914,55.0,26.0,4.0,12.0,45.0,18.0,57.0,1.5440740740740742,1.1087509349289455,0.2488262910798122,0.26622439024390243,1.1898837209302326,0.8186585099410093,1.620225
643,lake,104,0.047992616520535304,33.0,23.0,24.0,25.0,31.0,29.0,33.0,0.9096,1.0704929356357928,1.8275862068965516,0.6572254335260116,0.8442395209580839,1.553082925992625,0.9096
644,tank,104,0.047992616520535304,72.0,54.0,7.0,15.0,31.0,9.0,47.0,2.008932515337423,2.4300163924473317,0.4067982456140351,0.3100909090909091,0.6911176470588236,0.3604270873412851,1.137
645,gay,104,0.047992616520535304,12.0,5.0,6.0,60.0,44.0,10.0,23.0,0.36875675675675673,0.26274370790499824,0.5162337662337663,2.7288,1.725103448275862,0.6033816425120773,0.7635328467153284
646,darkness,104,0.047992616520535304,27.0,22.0,61.0,4.0,24.0,24.0,50.0,0.6637621621621621,0.9431116252168884,5.352649006622517,0.08746153846153845,0.5805957446808511,1.1554116558741905,1.4037037037037037
647,surprise after end credits,104,0.047992616520535304,51.0,36.0,11.0,59.0,9.0,24.0,21.0,1.4496750000000003,1.6755541601255886,0.72875,1.7653421052631577,0.20263366336633665,1.1615903278307371,0.5026736842105264
648,1970s,104,0.047992616520535304,19.0,13.0,24.0,26.0,52.0,16.0,32.0,0.5301349693251534,0.6265426880811497,2.012658227848101,0.758,1.8192,0.8723590012222803,0.9702399999999999
649,judge,104,0.047992616520535304,23.0,7.0,4.0,32.0,57.0,8.0,48.0,0.6705384615384615,0.33148479427549193,0.3028571428571429,0.9900408163265306,2.124885245901639,0.423425714043563,1.666442748091603
650,confession,104,0.047992616520535304,12.0,6.0,12.0,31.0,56.0,6.0,44.0,0.35210322580645165,0.30354242031260664,1.025806451612903,1.0366764705882352,2.2944864864864867,0.33729408587631654,1.6269268292682926
651,threat,104,0.047992616520535304,32.0,15.0,11.0,20.0,47.0,15.0,58.0,0.876722891566265,0.6676274545127004,0.7794117647058822,0.5110112359550562,1.4156026490066222,0.7418626752197672,1.8841714285714286
652,neighbor,104,0.047992616520535304,13.0,12.0,26.0,49.0,39.0,17.0,32.0,0.3378514285714286,0.5553446553446554,2.126543209876543,1.603251798561151,1.19041610738255,0.8997796423425715,0.9329230769230769
653,broken leg,104,0.047992616520535304,52.0,26.0,21.0,12.0,38.0,14.0,53.0,1.4420487804878048,1.1145864661654135,1.4269230769230767,0.2675294117647059,0.9709213483146066,0.6272779451858229,1.47879754601227
654,dark hero,103,0.047531149053991695,77.0,35.0,16.0,3.0,34.0,27.0,41.0,2.244846153846154,1.43978243978244,0.976958525345622,0.059321739130434786,0.7770452261306533,1.1862600253271423,0.9711875
655,tragic event,103,0.047531149053991695,29.0,25.0,23.0,9.0,51.0,14.0,46.0,0.7850714285714286,1.183874265269614,1.7514367816091951,0.21772340425531916,1.5886849315068494,0.6924051635384494,1.3854834437086092
656,serial killer,103,0.047531149053991695,12.0,9.0,53.0,5.0,30.0,5.0,60.0,0.3368888888888889,0.44427572427572426,5.803719008264462,0.13455621301775147,0.9475,0.2677729182745905,2.393684210526316
657,heroism,103,0.047531149053991695,72.0,39.0,6.0,12.0,33.0,26.0,30.0,2.242849315068493,1.7746209098164405,0.375,0.2649320388349515,0.8112648648648648,1.2256189613526571,0.7257446808510639
658,seduction,102,0.047069681587448085,35.0,6.0,20.0,28.0,32.0,18.0,39.0,1.1131468531468531,0.28412982366470735,1.6772151898734176,0.84896,0.9968219178082192,1.0182065217391303,1.2760575539568344
659,gambling,102,0.047069681587448085,46.0,9.0,3.0,36.0,33.0,6.0,44.0,1.5970076335877863,0.436342229199372,0.22844827586206895,1.1611914893617021,1.04225,0.3175692855326723,1.5046015037593985
660,suburb,102,0.047069681587448085,17.0,23.0,20.0,51.0,32.0,15.0,31.0,0.4495116279069768,1.1285317092546008,1.5680473372781063,1.6807826086956523,0.9269808917197452,0.7802348825587206,0.8923291139240507
661,locker room,102,0.047069681587448085,37.0,24.0,13.0,38.0,30.0,16.0,25.0,1.1525753424657534,1.2294422558573503,1.013235294117647,1.1918896551724139,0.8917647058823529,0.867135294628135,0.719620253164557
662,torso cut in half,102,0.047069681587448085,65.0,47.0,43.0,13.0,11.0,29.0,32.0,1.689257142857143,1.9835107897284063,2.8921319796954315,0.2604581497797357,0.21846288209606987,1.2439384573116288,0.6996923076923076
663,kissing while having sex,102,0.047069681587448085,43.0,15.0,7.0,24.0,44.0,12.0,36.0,1.4171304347826086,0.7359989408182179,0.5330459770114941,0.6952356687898089,1.4606715328467152,0.6426550038590172,1.1291586206896553
664,ensemble cast,102,0.047069681587448085,35.0,25.0,3.0,37.0,35.0,20.0,29.0,1.0683221476510067,1.2806690165180732,0.21961325966850828,1.1447346938775511,1.0683221476510067,1.1037469070342876,0.8509161290322581
665,armored car,102,0.047069681587448085,90.0,55.0,6.0,17.0,17.0,8.0,61.0,2.495853658536585,2.2511458390855377,0.32056451612903225,0.32622784810126587,0.32622784810126587,0.2943325085424767,1.4374507772020724
666,gothic,102,0.047069681587448085,23.0,20.0,59.0,11.0,23.0,31.0,44.0,0.5564042553191489,0.8528853345607273,5.1430921052631575,0.25014,0.5564042553191489,1.5587359098228664,1.1982754491017964
667,baseball bat,102,0.047069681587448085,35.0,24.0,25.0,38.0,24.0,8.0,43.0,0.9825925925925927,1.12994981896716,1.9258720930232558,1.086943396226415,0.6309364161849711,0.38309945556322367,1.2698961038961039
